cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed,paid
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUH6GZW2uM,Selagi tujuan lu baik untuk negri ini... Lanjutkan mamang timothyyy!!!,18 jam yang lalu,@ichwandanadiasmara226,UCOJ1tfzRcC-y5vehJ493yLA,0,,https://yt3.ggpht.com/ytc/AIdro_nmpY6ShjJ387e5BD3e7xp5AMRGUlMtroUHCSxr8U3zj6M=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.173734,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUHE5JMJ5V,❤🎉😢😢😢❤😢🎉😢😢😂❤😢😢😢😢😢😢🎉😢😢😢🎉🎉,18 jam yang lalu,@fe9793,UCaXjaiWzW7iz8QiqOArpyNg,0,,https://yt3.ggpht.com/9aKB4IqksN55GqLGSKUo9jCuyFgpPCrXEKYMLI5W2OEh79OVURqQ69WUWv1DljJzl4P4nj6E=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.175733,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUHzE1l5nj,bifore after ya bang 😅,18 jam yang lalu,@specialairdrop2876,UCLWg5ZV-C7fiH1xpa99mdEw,0,,https://yt3.ggpht.com/ytc/AIdro_k-3g7-CykmUfiU8wj1w7nqU9c7qJQGkz96YydhFvcQ-A=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.177734,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUIgGNzSm2,Good job Timothy 🍀🇮🇩☘️✨🤣💫🥰😍😘,18 jam yang lalu,@indrawati3158,UCBwuWb8njTu1BX1LUqciNaQ,0,,https://yt3.ggpht.com/ytc/AIdro_kRvnC6FiLYLNEwW53kkwTaKb51UcmwkqM14CuCMPg=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.179733,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUJMzRb_Ld,Ncek,18 jam yang lalu,@YuttaTal,UCFvQLwcdE9PILLr_gPYPm2Q,1,,https://yt3.ggpht.com/SdGnYGSIBtNnJ1VG7hvnnKQoiHiksHMpiK5Ytgp-boWYsjH3IxCe7hC_ADj-YJuCdITd1umeoA=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.181737,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUJS7s4E1M,"sehat selalu bang, Indonesia butuh pemuda seperti anda",18 jam yang lalu,@Marigenk,UClzQ-y4uaEwem-jd3Zn457w,0,,https://yt3.ggpht.com/ytc/AIdro_mIu0aB19Zx4PcWxAefJZhVbg9U_9q7SUJne9yIa50Crj8=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.186731,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUJSyQDOqq,Amin,18 jam yang lalu,@BUDAKKOCEAK,UCOBuxfntSYfWGIYLqXXQyKg,1,,https://yt3.ggpht.com/9pqRT31TZdpdpZ6v0EkcEG70FS6kMje6IY5NonrERbGBzhxKyLTSAKMFoBYI7XcFVPOodyBHrw=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.189738,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUJlSllK7t,"Gue iri ama lu Bro Timothy, Andai saja waktu seumur lu pemikiran gue secerdas lu. 
Gue gak iri sama harta lu, gue iri dengan cara berpikir lu.",18 jam yang lalu,@EL_Damasso,UCGWWHQ1wwA0gR0uEX1ZVR9A,1,,https://yt3.ggpht.com/RbT2SnHr_Lsim5kZkDgU53pupsY49Sm6pzA31FawXUjqV638zalMLcuy9-qgRzgQMkbT82oa=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.191737,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUKMElvj3t,"​ @EL_Damasso  mari belajar lagi bang, tidak ada kata terlambat",18 jam yang lalu,@BUDAKKOCEAK,UCOBuxfntSYfWGIYLqXXQyKg,1,,https://yt3.ggpht.com/9pqRT31TZdpdpZ6v0EkcEG70FS6kMje6IY5NonrERbGBzhxKyLTSAKMFoBYI7XcFVPOodyBHrw=s88-c-k-c0x00ffffff-no-rj,False,True,1750187273.193738,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJULRcPKe6s,Gw mau ngelamar jd supur lu Tim sambil belajar ttg kehidupan😅,17 jam yang lalu,@themostuniquecreatures,UC-aoitcIZjdmClyslXd4RRQ,0,,https://yt3.ggpht.com/kTdWasDH2QWBdS7Yg5rZwEWYJPGZazz_tYurr8nUKctBmz5U5lYgG05yxrxnDJxt88haDdXT=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.195736,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJULU0nM_Vt,Abis ini ke cyduk ini biasanya 😅🤣,17 jam yang lalu,@Konci10,UCVBdLQB0y5cHXt3fmqUggJg,0,,https://yt3.ggpht.com/ytc/AIdro_k9UxnvSEs8JwuJDQ-mV6u1Ei1FmVZ81IqmMkbvtyEEUuGBEHgOsXdETp1IQUaanB9mRA=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.197736,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUNKJNHWCb,Tolong dong bikinin vidio mengenai perusahaan PIALANG dong .  Biar masyarakat ngerti,17 jam yang lalu,@youtubetv1301,UCVjnge4D2ifbfZBpmiZJ3HQ,0,,https://yt3.ggpht.com/fcEUWzgi0CwZocBfbzd_G69f4m6FOxkmGgubc-ZYscG3e9mDTF8zfxHeK_91rzKM5putVQVu=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.199737,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUO4Rd7HLU,"Timothy, gua mau banget jadi bagian bantu bidang pendidikan, tp gua blm ada modalnya, dan jg gua bukan punya ijazah di bidang itu. Gua ngandelin pengalaman dan ajaran ortu aja.. dpalembang ini jg masih banyak anak2 yg kurang edukasi bahkan dr bayi, salah metode asuhnya",17 jam yang lalu,@achmadfajri261,UC99zo2nhrOdkcI3fJqXMEBQ,0,,https://yt3.ggpht.com/ytc/AIdro_m8aaiVzYWr2FnEikqGMDnEBgIsBotdhG3cVyTDflY=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.20425,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUP-ElRYmV,big respect bro... tambah sadar kalau gue bodoh banget selama ini🥲.,17 jam yang lalu,@Dhanar1901,UCLNmcyxMW9nvjUK55o_4k4Q,0,,https://yt3.ggpht.com/OXbzL2zwShsfKYx5V_Fo7zJEnPZOcPuqFgbM2RQDCv-LOzqGEnoPfqydPJhm-zRWhFEflVspqg=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.20625,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUQobN_52W,ANAK ini Pinter,17 jam yang lalu,@ParewaHeadhunter-x2i,UCqLrPcmj097nDV2xO3_2exQ,0,,https://yt3.ggpht.com/ytc/AIdro_lImWjpMrIvdRovD-M6t404B4iy4JtBgKSvugbuhj_RH1T6wD48Xs1RhVDJF9ywMr1Udg=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.208253,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUR2thHslL,sip edukasinya,17 jam yang lalu,@PetualanganSuci,UCStBMgbKJUq2LFM9m-No54w,0,,https://yt3.ggpht.com/gS7ablCIWT6k4HbfXNbCQpQYsDDsSEZDqJTZaX2WMVfdJWw3atY3P2qe_w9aErHNSPMJB2O7=s88-c-k-c0x00ffffff-no-rj,False,True,1750190873.211253,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUSxZp78Bm,"Hasil jualan kelas pas udah sukses omongannya jadi ngga kaya tong kosong, mau lu kentut juga ada orang yang menganggap berharga",16 jam yang lalu,@GustianSigit-n6f,UCYqMVjoAe9MOUssWXtpFeCw,0,,https://yt3.ggpht.com/KwWBnIezsFEn00XEN9enFPPzBNdPm7VP0Paysg7rxoDHKECLzKZ_aBY1ogQ_6N8D2NFanj_dMAQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.213253,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUT3H-Repe,Amen amen,16 jam yang lalu,@bennotnobertus6616,UCh3hxVpv2akSddaR36qa6aQ,0,,https://yt3.ggpht.com/ytc/AIdro_nSY3SKVIB-lh59yGyZKnSBMStdyKAx-ey6Y__AoaVIck-hLXmMGqnd_XiRQfZveTs5Jg=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.215252,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUTJBihBgg,Jadi investasi itu bikin kita kaya atau tidak bang?,16 jam yang lalu,@hakimadnan2649,UCdKqOquX7YcPmGtSFK2KabA,0,,https://yt3.ggpht.com/ytc/AIdro_m_kbFIgNyiUpt7vATEZkgiOc_n9MSXyj575kSpMOZjWNIm=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.218255,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUTUDRDK0v,Kelas 👏,16 jam yang lalu,@Eva_va1997,UC9wL6lpG9al7jBX_Y0Fawaw,0,,https://yt3.ggpht.com/VQNJ0cJJLXKYYu3zZ_A-Apy7p0GogyN7KGfWku28O3QrUCVxk1UaOG03mr_tA6B1UYNHsFawoIY=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.221251,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUTZylIKV-,Bangun sekolah di Papua koh,16 jam yang lalu,@bimasetiawanal-machzumial-2886,UCPk9YldE1h6ehqmcNCCryHg,0,,https://yt3.ggpht.com/ytc/AIdro_l8rE9Wmp8R_VRqTyFA9t_kHDlhIZzUAjS_8ygP0SkOH7E=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.224254,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUTwh_pgb2,"setelah lihat ini ,saya jadi percaya kepada timoti ,sebelumnya dengan nada keras (arogansi awal tidak senang ) setelah di jelasin di sini hanya interten saya baru mengerti.",16 jam yang lalu,@NelyCahyani-u6t,UCkBJuznwSWVAXd4mhLYnrcg,0,,https://yt3.ggpht.com/ytc/AIdro_kXrVzf2kng6Bt3fDoTQur3nO0uITlQpQYpnFjviaOOtG-Tqfo3rW8xJWXn5hrlnURcGA=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.226254,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUVHs8vKxR,❤❤,16 jam yang lalu,@hann2489,UCR0iaT2aMMJiwNUdurqStzg,0,,https://yt3.ggpht.com/a7NATuGWKByRLLXMDKe60krxYDymu9erun4LPfiiWpy3YDwf4OugRFPMusdA_jCGi1l_8Lf70g=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.229255,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUWKZotN9S,The best. kecerdasn luar biasa 👍,16 jam yang lalu,@anggunputriyani3469,UCI_zsLhw7nYHIf7O509kAXw,0,,https://yt3.ggpht.com/ytc/AIdro_nYKxUUgsSxZIv98CVg0OkD8WEN_VORAmndzPX6Osw=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.23229,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUWjaU9utD,Duit dan duit,16 jam yang lalu,@nobar1999,UC_A7yJLBHMDCQMETWQdeOcg,0,,https://yt3.ggpht.com/zosSbfwgNhqD7-dN2VYC0x_G5mhhnNRr_l1o6gOrbvYzcEvKJGXsUit6souyfRggOA1d1TUZ=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.23625,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUX7M06SDz,"Saran bgt semoga @timothy baca dan paham, kalo mau bangun sdm indonesia makin baik, fokus aja bangun PAUD&TK, faktor utama dan paling dasar dri problem manusianya ada di usia dini, IG nasional sudah menjawab apa yg jadi masalah sdm dinegara ini, diluar problem stunting, pembinaan usia dini sangat2 menentukan, lebih baik fokus ngebentuk usia dini daripada membina usia remaja",16 jam yang lalu,@NCE-d7h,UCFgYLbdtiSco-_dBQW8ewEw,0,,https://yt3.ggpht.com/ytc/AIdro_lmfMlm7mvgCBaKxr28ToxC0pRlCwZwL1OH3sMsflQPBOitVI7HouPqTrq8uBQXl6I5tA=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.239249,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUXBjvayQx,IQ ralat,16 jam yang lalu,@NCE-d7h,UCFgYLbdtiSco-_dBQW8ewEw,0,,https://yt3.ggpht.com/ytc/AIdro_lmfMlm7mvgCBaKxr28ToxC0pRlCwZwL1OH3sMsflQPBOitVI7HouPqTrq8uBQXl6I5tA=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.241248,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUXLssnxIV,"Tim jawaban simple dari knp bapaknya milih beli rokok drpd sekolahin anaknya, krn mreka gapernah ngelihat secara langsung hasil dari orang sekolah. Jadi gabisa ngebayangin sekolah tinggi bakal jadi apa.
Gua dr kampung dan hampir sama kondisinya sama disana",16 jam yang lalu,@KelabuKelam-z8k,UCuPgHl7l4oIjdKXwEPAZvNg,0,,https://yt3.ggpht.com/ytc/AIdro_nzTtI6dXn-Cu4_vvTKcrP230DTqZvqC3fSmF5X7oUDAJmoMTco-_b3LV3y5NsoSbrKww=s88-c-k-c0x00ffffff-no-rj,False,True,1750194473.243248,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJU_ka3FpLn,"​ @lcs4262  beneeer banget,bener banget ini Ya tuhaan.. trimakasih sdh bersuara🙏",15 jam yang lalu,@ajilewins8880,UC0Ro9f5JHCVREfTbUfTgugQ,0,,https://yt3.ggpht.com/-SnMDS8zLfa4ujPQ5tjRnAKL_-KqVS5E8w_UkPxYbuimn0xn1dCX-1LgU8pCF_52h-OusyfnpA=s88-c-k-c0x00ffffff-no-rj,False,True,1750198073.24525,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUalYiPsIa,lanjutkan,15 jam yang lalu,@kyy74,UCIBYVlLpVnM59wf-mB54fIQ,0,,https://yt3.ggpht.com/PFW0WMBWVCYyFUetEMMyB2F2PHKf98QBQZG8BxF3Mtz86t3RwhW1CZCSqXVqg6lxLx2xn4Ws=s88-c-k-c0x00ffffff-no-rj,False,True,1750198073.248253,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUd2kDtuLW,❤❤❤❤,15 jam yang lalu,@dewiieangeliinaputhrii7369,UCmJNbqAPPX6jrXWxnR1PPBg,0,,https://yt3.ggpht.com/ytc/AIdro_kpR-b_0u9Zi-emrTsgg-SJyZMErosbmrQaVosEi9s=s88-c-k-c0x00ffffff-no-rj,False,True,1750198073.251249,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUep2_6u0t,Best leaders,15 jam yang lalu,@Hakimi-e4w,UCB83z-PiVBB_MQCMewCmo1w,0,,https://yt3.ggpht.com/hyPdFs_gZZmlzxK1oKwF9_TwX2unu_3dlOeUflmwQ6_VM4G0Z5NqjDoghNO7LlW7nD7eYEP77g=s88-c-k-c0x00ffffff-no-rj,False,True,1750198073.255251,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUeuJl6_b8,"Semangat mengedukasi kak tim,,  saya ada lebih dr 3 siswa yg menjadikan kak tim sbg rolemodelnyaa 😊",15 jam yang lalu,@yayunantari9885,UC_zyLyqDMyN7Y3ASO-fttMw,0,,https://yt3.ggpht.com/ytc/AIdro_n-yV2xOsiMkP4HwreB-8DpXa1KvFueDOH0e6UmK4Pk5Q=s88-c-k-c0x00ffffff-no-rj,False,True,1750198073.257255,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUffJgtceY,"Mantap Bro Tim. Apalagi pemikiran bro soal pendidikan. Tp btw, klo orang tua di sana emang kyk gitu, apakah memungkinkan bikin boarding school ya? Supaya anak tidak terpengaruh orang tua dan lingkungan. Pastinya bakal lebih berat sih, tapi klo demi pendidikan, ga ada yg ga bisa dilakukan. Tp, gimana menurut kalian guys?",14 jam yang lalu,@Jirikuu,UCIiRzy3r6wouOXjsqrSJ_rw,1,,https://yt3.ggpht.com/F5D1KoKYf3pXX256-41tXDwu5K1o3g59pc6UTws553QvuyAWhcOUGaRTW1Ybt4xqPxLO86dRD8g=s88-c-k-c0x00ffffff-no-rj,False,True,1750201673.599486,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUg907IJgO,"sekelas Dedi Corbuzier ngomong nya hati2 ya sama bro tim nada suara pelan, beda sama podcast pertama, keren om ded",14 jam yang lalu,@tokrusdermayu4922,UCr6nLBszIaTVnp92DeriNMA,0,,https://yt3.ggpht.com/ytc/AIdro_na5LXh4CbxjRSESllWpw9ZnRhekYGe3lkowVPMA6CfLw=s88-c-k-c0x00ffffff-no-rj,False,True,1750201673.604085,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUjGj_BwLp,❤you is the best bero❤,14 jam yang lalu,@LaluNilhakim-g3x,UCbPR4gO4vvdToSu3h7glJyQ,0,,https://yt3.ggpht.com/ytc/AIdro_k9XrKEjeqnVQ_ExBSkLiNtUAbq9qlCdjlKe0ywClY98iY03q7dSB_WmMajNAsA2n6ytg=s88-c-k-c0x00ffffff-no-rj,False,True,1750201673.607086,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUlOjmHWsw,"Bro gw pengen kaya seperti lo, gw punya visi misi yg sama kayak lo, gimana caranya ?",14 jam yang lalu,@kamarku-k8u,UCN6S4gQOUGNXLSo-ZSmO9SQ,1,,https://yt3.ggpht.com/ytc/AIdro_kjND8U1TiPEw_nk7wHVRzjEfaU_vW2mZ6uU0PTBL6yiuvUWRvQQNsfIOn_RS_2JkLdcA=s88-c-k-c0x00ffffff-no-rj,False,True,1750201673.609087,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUm0Yf0kSL,​ @kamarku-k8u  kasih modal ke pejabat bero ntr di inventarisasikan ke bos timah😂😂😂😂,13 jam yang lalu,@LaluNilhakim-g3x,UCbPR4gO4vvdToSu3h7glJyQ,0,,https://yt3.ggpht.com/ytc/AIdro_k9XrKEjeqnVQ_ExBSkLiNtUAbq9qlCdjlKe0ywClY98iY03q7dSB_WmMajNAsA2n6ytg=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.611087,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUn5PIyoqX,Tt.. T.. Tapi baang 😂,13 jam yang lalu,@Andreas.T.W,UCPKf82b91hpYoGBwKWIbUBg,0,,https://yt3.ggpht.com/ytc/AIdro_mgv4edX43bFf3Iv7joXRiz7HIPSDzCNu7oe2cGwD0Ezw=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.613087,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUn8uQ1mEk,Gw mau sih ksana kalo gajinya gede,13 jam yang lalu,@firdidf8830,UCkXURoN6-C4C_GhcpJUDw6A,0,,https://yt3.ggpht.com/ytc/AIdro_nPAaa2Fl7W9eTHyuiva0Pz_dtuy0ljPFwrFnVZy0qX4H8=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.615087,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnBZIxnoy,Harapan gw saat ini ingin bilang trimakasih langsung dan klo ada kesempatan pengen poto bareng sama bro.timothy sama om.ded. karna edukasi kalian bsa merubah maindset dan financial gw 🙏 thanks alot,13 jam yang lalu,@kokopandan5209,UCrTsjyNpu4qD6Rs8rFNpskQ,0,,https://yt3.ggpht.com/PkNoQl9Y9LwDt1xyG5w5cUvy21h_LF84m4nmA-3ntUHGBRDcio0L-5AjX7Ui3h7DmZItGmVsw5U=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.618085,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnK6Mp6Qv,bang kasih pendapat lu tentang KUR atau pinjaman bank yang bunganya rendah dong,13 jam yang lalu,@BACOTBANGETT,UCpT5TWIuuMwY7_q5hWH__ig,0,,https://yt3.ggpht.com/B-0YTnOY6cU_3aKS-Di9jVHIESEZ899HrjmAKPMAZXakq24WGfjWaV6kR4VcPwsgQSR9_U2r=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.621174,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnW1gas28, @ahmadmahfud27 bakalan jadi kolaborasi yg badass sih ini. Sama2 punya misi menjadikan Indonesia pintar,13 jam yang lalu,@ayumisdiary3763,UCMAd930bNn5YccfCw7OOz1g,0,,https://yt3.ggpht.com/ytc/AIdro_ltsHdzXeS-Q-Zi1ZH_HAccVTz14uTitcypyNZtVm_HFP0=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.624087,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUnufG9iS5,The best lu bang xlo ung ckup pen ngikutin kelasnya,13 jam yang lalu,@beeAb69,UCBe9h2XUkf8yg26aEnhvWiA,0,,https://yt3.ggpht.com/L7I5btKVItM4Ks7vYFpcNZ2jgUKX0D5Yn-khrEkGC_7GUeoRXZ175HLObFte_9_8rOxg8vxX=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.62709,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUoYwoWRLw,🔥🔥🔥,13 jam yang lalu,@allinalamsemesta,UCqb3uleDB2mkRHbQZDpRmRA,0,,https://yt3.ggpht.com/dJ29Lt0x86hvw5NT9Wf8UxEDTGPMXL-OvaVeHp8Ej3xXodHtolUKtLFudYNvJRivAdzmoiCgZw=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.629088,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUp3BYez_V,Semoga niat baiknya dilancarkan x berkahkan bro n om aamiin,13 jam yang lalu,@donay3055,UC-uS88quuhZrogQ2tnsPJWQ,0,,https://yt3.ggpht.com/hWOAWAYMc6uH5MmpM6bpt21LdIubwbP4Fcng8TMYGV_ofbmmeSiCs0KBW08M7tok4yhXoIuwI08=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.631086,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUpIht9QqB,Salam,13 jam yang lalu,@didinfai4944,UC0IvmS9tvN9ucirNCnPfMNA,0,,https://yt3.ggpht.com/ytc/AIdro_kqtVq2Qtw9bBxMB1r-wFQcXgoAB6rFrwN81MAzx834Zw=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.633084,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUq0i3zDJr,"Saya suka menit 8 : 50 detik ...
""Yang paling penting itu Bola Mata Manusia/narrative control""",13 jam yang lalu,@syariefhidayatmhcofficial3689,UCzP_VOItQW19TsRXPvfTs2Q,0,,https://yt3.ggpht.com/5-Cc4ikV138d4K5_RMADEPD3lk-UNNgcNRm23HTwIlEh4_Um-R8R78V_IvAF40WTkK7bF1rbSg=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.636085,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUrZhX5rWu,Lebih nyambung timoty di sini dari pada dipost dedi sumargo.,13 jam yang lalu,@valen688,UCs3iXXIOEmLkBcnhbZ8GH6Q,0,,https://yt3.ggpht.com/ytc/AIdro_nIdFEF768caFO6uGO_7sHylbcu1LASbdq3k55MltwBzAcqqxgGI7M1stx6ZHD97mnpRQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.638175,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUsOZtt5cH,"Sepertinya sudah kena siraman rohani Ko Andrew y,Pak BOSS 😁.""KEBIJAKSANAAN""",13 jam yang lalu,@cahayawijaya1292,UCLP3fEszCyVTwWiTvmqlvaA,0,,https://yt3.ggpht.com/ytc/AIdro_nWsg0o8dU9rZD42RQOn2rYuC5VWpVuK_99YACdWnZGxZ4=s88-c-k-c0x00ffffff-no-rj,False,True,1750205273.640173,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUtAAqrOqp,dagiiing daGIIINGG,12 jam yang lalu,@djarwo1,UCt6ekYJcO6TtysFmfufrm4Q,0,,https://yt3.ggpht.com/NLe35-4t2wo4cTrUA7-v1OuKwztl6swPZcxHB5e3E5V3MjT2ItdYClb6sSELUkDDhdYviQFV_Q=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.642169,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUtBDc6kU7,"Tim, kalau gw ga nonton devil advokat nya Ferry dengan Kaka mungkin gw gak tau streaming lu rame. Gw jarang buka tiktok, buka tiktok pun klip lu gak pernah lewat. Later I think tembok bubble ini emang cukup tinggi",12 jam yang lalu,@Mochammadx,UCVUEuWzyfmlEPfkgsC08pLg,0,,https://yt3.ggpht.com/nHGaqT-7sy5nGRSm4Q1Q3sH8N_O5tcV6mVc18Tml8pu5U5qjZfIxBF7TMXPlYa3GfQpnX-z4BQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.644182,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUuNvTiYuO,SOFT SPOKEN SEKALI,12 jam yang lalu,@EsEm-n4n,UClJKJvXwuL4bk_iV9U1rV5A,0,,https://yt3.ggpht.com/ytc/AIdro_lTaXMnHl5ycRM12wip5QSC_0L6EYLJoZU_WM0vnmFvK93hYF87jOMuZAoF0ocTJ3TCig=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.646176,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUugapPALd,"Pertanyaan saya bisa gk sih sistem pendidikan kita di ubah untuk gantikan ke AI kurangi tenaga pengajar dan biayanya di gantikan ke sarana pelajar setiap anak didik dapat fasilitas teknologi seperti komputer  dan kuota internet gratis?
Saya rasa AI lebih pintar dari pada tenaga pengajar.",12 jam yang lalu,@vitridailyvlog4123,UCCJxb09L5uQH2_xVi_3RKSw,0,,https://yt3.ggpht.com/q_Kflkr5f85qF9qivhFRwhWkTnLKMy-Oj4MKXj6GM1tY8bs4R45fR1DQKcT2IqGJsEbzbjHEvQ=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.648144,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUv05WYvS4,Makasi ncek udah ksih edukasi❤,12 jam yang lalu,@raider3006,UCoN3nz-CzRLJqLJJ8ueqNmw,0,,https://yt3.ggpht.com/ytc/AIdro_mD2HllgB3LbljEKtPv9NqPPd9trwZ_yMr8ahgAw88R=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.651084,
UgyRypoyncbWQyGjoX94AaABAg.AJSymyvw2HuAJUv2t9U1Zz,"koko Tim, saya sekolah pendidikan khusus guru TK. 
kalo ada bangun sekolah TK di sulawesi atau di Lampung, saya mau daftar jadi guru🙏",12 jam yang lalu,@tataariwi7716,UC7OslYa2dekAvb13XrXxlHA,0,,https://yt3.ggpht.com/ytc/AIdro_mhtyAwVsd-GeKE7rFGZnmnmJdkQY5Trutoijc1JW1j=s88-c-k-c0x00ffffff-no-rj,False,True,1750208873.654085,
